group,entity,sentence,span1L,span1R
literal,France,"the spaniard has not played for nearly a year because of rheumatoid arthritis in both his feet , and organisers of a pairs event to be staged in bordeaux , france from october 17 to 20 have been asked to provide him with a buggy .",30.0,31.0
metonymic,England,"cuttitta announced his retirement after the 1995 world cup , where he took issue with being dropped from the italy side that faced england in the pool stages .",23.0,24.0
literal,Germany,"promodes has in germany its promo hypermarket unit with 36 continent superstores , which is 1995 generated 4 .7 percent of total promodes sales .",3.0,4.0
literal,New Zealand,""" we have the largest and most efficient port on the south china coast ; we have the best transport and telecommunications infrastructure in the world ; and we are investing in this hardware on an enormous scale , "" tsang said in a speech to auckland during a visit to new zealand .",51.0,53.0
metonymic,Cameroon,"smicer pushed the ball home in injury time to lead his team to a 3-2 victory over montpellier , who were leading 2-1 until cameroon 's marc-vivien foe equalised on a header in the 85th minute .",24.0,25.0
metonymic,ITALY,rugby union - cuttitta back for italy after a year .,6.0,7.0
literal,Minnesota,"however , usda reported tops of $ 58 .00 in illinois and in iowa / southern minnesota , $ 60 .00 on some hogs monday .",16.0,17.0
literal,Melbourne,"fifteen people were injured when a suburban passenger train and a truck collided at a street-level rail crossing in the australian city of melbourne on monday , said rail and ambulance officials .",23.0,24.0
literal,France,mary as dauphiness of france .,4.0,5.0
literal,Canada,mozaic is scheduled for the first quarter 1993 for manufacturing companies in the us and canada and will be released to third-party systems integrators in europe in the second quarter .,15.0,16.0
metonymic,Zaire,"repatriation of 1 .1 million rwandan hutu refugees announced by zaire and rwanda on thursday could start within the next few days , an exiled rwandan hutu lobby group said on friday .",10.0,11.0
metonymic,PAKISTAN,cricket - england and pakistan test averages .,4.0,5.0
literal,Zambia,"the ministry said the group consisted of 13 nuns , seven italians and six zaireans , and four priests , two from belgium , one from spain and one from zambia .",30.0,31.0
literal,Baja California,"a new front is seen emerging during the course of friday , affecting the north of the baja california peninsula and sonora state , bringing lower temperatures , light rains and waves up to six feet .",17.0,19.0
literal,Boston,"in the american league wild-card race , the mariners are three games behind the white sox , two behind baltimore and two ahead of the red sox heading into boston for a weekend series .",29.0,30.0
metonymic,Pakistan,pakistan first innings ( overnight 339-4 ),0.0,1.0
literal,Cyprus,"the airbus a310 was diverted first to cyprus , then to britain .",7.0,8.0
literal,Chicago,"in chicago , the braves and cubs split a doubleheader .",1.0,2.0
literal,Addis Ababa,egypt says the sudanese government helped the moslem militants who tried to kill mubarak in addis ababa last year .,15.0,17.0
literal,Niger,"the nominees , according to diplomats , are : kofi annan of ghana , the u .n . undersecretary-general for peacekeeping ; ahmedou ould abdallah of mauritania , the former u .n . special envoy for burundi ; amara essy of the ivory coast , its foreign minister and the u .n . general assembly president in 1994-95 ; and hamid algabid of niger , the secretary-general of the organisation of the islamic conference .",63.0,64.0
literal,Britain,he said volatility levels should be stable until markets reassess the situation after a long weekend in britain .,17.0,18.0
literal,Bangui,"the former minister and his son had been taken from their home close to the presidential palace , which is guarded by loyalist soldiers backed by french troops based in bangui .",30.0,31.0
metonymic,Belgium,"belgium , holland , norway and sweden are producing some strong new designers of clothes , shoes and accessories .",0.0,1.0
metonymic,Australia,armed police commandos patrolled the ground when australia opened their short tour of sri lanka with a five-run win over the country's youth team on thursday .,7.0,8.0
literal,United States,its service is being introduced in selected markets across the united states .,10.0,12.0
metonymic,Ukraine,ukraine has repeatedly promised to introduce the hryvna but had to postpone the plans because of economic problems .,0.0,1.0
literal,Tunis,mahammad rashid was whisked from korydallos maximum security prison just outside athens to the airport where he boarded a regular olympic airways flight to cairo where he would transit to tunis and the former palestine liberation organisation headquarters .,30.0,31.0
literal,France,"[ r . j . minney , carve her name with pride , 1956; m . r . d . foot , soe in france , 1968 edn .",24.0,25.0
literal,Rome,diana first met the albanian-born missionary in rome in 1992 .,7.0,8.0
metonymic,Hungary,junior nationalist members of romania's ruling coalition called on tuesday for the impeachment of president ion iliescu for backing a friendship treaty with neighbouring hungary .,24.0,25.0
metonymic,North Korea,the students staged a violent nine-day demonstration at the university to demand unification with north korea .,14.0,16.0
literal,Australia,the sri lankans were first found guilty then cleared of ball tampering and off-spinner muttiah muralitharan was called for throwing during a controversial three-test series in australia .,26.0,27.0
literal,Kansas City,"in kansas city , juan guzman tossed a complete-game six-hitter to win for the first time in over a month and lower his league-best era as the toronto blue jays won their fourth straight , 6-2 over the royals .",1.0,3.0
literal,Amman,"one official told me' you have to either destroy the books or return them to amman ' , "" daoud makkawi , owner of the nablus-based al-risala bookshop , told reuters .",15.0,16.0
metonymic,Canada,canada beat panama 3-1 ( halftime 2-0 ) in their concacaf semifinal phase qualifying match for the 1998 world cup on friday .,0.0,1.0
literal,Christchurch,"it said the quake , centred near the small town of waiau , was strongly felt in the cities of nelson and christchurch .",22.0,23.0
literal,Perth,"peiris , 32 , of perth , was sentenced in the western australian district court to two years in jail for fraud after trading three pairs of impostor birds for 21 parrots worth a total of a$ 28 ,000 .",5.0,6.0
literal,Uyo,"police in the town of uyo said the corporal had been arrested , while the air conditioners had been returned to their rightful owner .",5.0,6.0
literal,Indiana,illinois tops were seen matching monday's at $ 59 .00 with tops in indiana at $ 57 .50 .,13.0,14.0
metonymic,Mexico,"pires , one of the most promising strikers in the country , was called up for the first time this week by french manager aime jacquet for a friendly against mexico on saturday at the parc des princes .",30.0,31.0
