ix,sentence,left1,right1,left2,right2,relation
5887,The pandemic H1N1 flu virus was confirmed in a flock of breeder turkeys in Virginia .,9,10,12,13,Member-Collection21
2126,The oil was contained in a massive tank in the basement storage room .,1,2,7,8,Content-Container12
4098,It is a 2004 book criticizing the political and linguistic writings of Noam Chomsky .,4,5,10,11,Message-Topic12
3128,These later paintings explore non-figurative shapes and textures within a bare compositional space .,2,3,5,6,Message-Topic12
1245,Sixty five million years ago an asteroid caused the extinction of the dinosaurs .,6,7,9,10,Cause-Effect12
6294,"For the present , the religious conception uprises from the human intellect .",6,7,11,12,Entity-Origin12
7486,The dose makes the poison .,1,2,4,5,Other
3144,The device is the best solution for headphone cable knots on your MP3 player .,7,8,8,9,Component-Whole21
7304,Patient survival one year after transplantation from a living-related donor is 95% and comparably high if the organ comes from a cadaveric donor .,17,18,22,23,Entity-Origin12
5045,A combustion chamber leak in the cylinder head or block leaks coolant into the cylinder .,11,12,14,15,Entity-Destination12
6247,Good breeding consists of concealing how much we think of ourselves and how little we think of the other person .,1,2,4,5,Cause-Effect12
285,"After soaking them overnight , we slipped the beans into a fairly wide-necked wine flask that's been peeled of its straw wrapper .",8,9,14,15,Entity-Destination12
229,"Besides , the Chinese case also challenges some ideas of RSS theory , including the concept of alliance of different social classes and the role of working class in democratization .",17,18,21,22,Member-Collection21
6738,"The team put up an advertisement to fill 225 posts , we received over 6500 applications .",1,2,5,6,Product-Producer21
7776,The PRI government crushed a burgeoning student movement with gunfire that killed scores of peaceful demonstrators .,2,3,9,10,Instrument-Agency21
7708,The soy milk makes a great coffee creamer (and with whatever else you can cook it) .,1,3,7,8,Other
7512,I am amazed how the sound is making things bounce off the walls in my house .,12,13,15,16,Component-Whole12
5618,"Mothers brought all items required to dress the child - bandages , creams , gloves - all of which are ridiculously expensive here .",0,1,3,4,Instrument-Agency21
3978,An unexploded bomb was discovered inside a powdered milk can two months ago .,2,3,9,10,Content-Container12
5231,Many historical events have been described through music and song .,1,3,7,8,Message-Topic21
6691,Lacrosse players carry the ball inside a stick .,4,5,7,8,Content-Container12
5042,"These germs cause several kinds of illnesses , such as diarrhea , meningitis or a cold .",1,2,10,11,Cause-Effect12
3572,"Conference deals with nuclear safety , environmental issues .",0,1,4,5,Message-Topic12
2526,Plane taxies from runway and stops on terminal roof .,0,1,3,4,Entity-Origin12
6433,The Maryland Department of the Environment has already worked to reduce the amount of pollution from sources like cars and factories .,14,15,20,21,Cause-Effect21
1282,"When approaching the Observatory , they unlock the padlock on the gate of the security fence , and entered the Observatory grounds and relock the gate .",8,9,11,12,Component-Whole12
445,The 13th Gate offers 13 themed experiences to make every nightmare seem real from crawling through a crematory oven and an old hearse to being lost in dark underground tunnels or finding yourself standing on a rickety bridge over a bed of live snakes .,40,41,43,44,Member-Collection21
4244,A sporting shooter in a nearby car killed her with three bullets from his gun .,2,3,11,12,Instrument-Agency21
171,The river had now turned into full flood after the deluge of rain a few days ago .,7,8,10,11,Cause-Effect21
6483,"This article is about the use of bench marks in surveying , for other uses see Bench mark .",1,2,5,6,Message-Topic12
7218,"The box holds three stiff cardboard tubes , each wrapped in now decaying cellophane .",1,2,5,7,Content-Container21
3682,"Canine flea infestation is caused by fleas , which are small , wingless blood-sucking insects .",1,2,2,3,Cause-Effect12
6250,"The piper made many recordings , including an album called The King of the Highland Pipers .",1,2,8,9,Product-Producer21
3026,"Serious people flinch from being associated with the intellectual slum that is the Bush campaign , with its riffraff of liars and aspiring ayatollahs .",18,19,20,21,Member-Collection21
6045,Maybe a few times my boobs have popped out of an outfit but that happens .,5,6,11,12,Entity-Origin12
6400,"While Twitter is a powerful social medium for spreading news and information , some government agencies fear it could also be used by terrorists as a tool for communication .",6,7,9,10,Other
1778,The snowstorm caused a major catastrophe on the West Virginia Turnpike .,1,2,5,6,Cause-Effect12
5704,"Usually only the bottom lid of one eye is involved , but the top eyelid also can twitch .",4,5,7,8,Component-Whole12
7706,"A house that contains a minimum of three bedrooms and a maximum of seven bedrooms to include the proprietor's bedroom is considered to be a ""B&B"" (a Town or Country Home or a Farmhouse) .",1,2,8,9,Component-Whole21
3849,"As usual , an asterisk denotes a censored observation .",4,5,8,9,Other
821,"The frog is the environmental indicator of the land , but University of Queensland researchers reckon when it comes to the sea , we should look to the turtle .",5,6,8,9,Other
1758,"The muscular dystrophies are caused by genetic defects , which means they are inherited at birth .",2,3,7,8,Cause-Effect21
2417,People used to throw coins into this fountain .,4,5,7,8,Entity-Destination12
7701,He put on a gold pointed hat and read out jokes from the crackers .,10,11,13,14,Entity-Origin12
6958,"We had a flour bin , I poured flour into the well , and I stirred it with the bucket .",8,9,11,12,Entity-Destination12
2926,"Chinese creation myths explain the legendary beginnings of the universe , earth , and life .",2,3,6,7,Message-Topic12
4523,"The government took advantage of Independent TV's debts to the main gas company , Gazprom , to engineer a takeover by government-friendly forces .",1,2,7,8,Instrument-Agency21
1688,"When the first model sank in August 1991 , the crash caused a seismic event registering 3 .0 on the Richter scale , and left nothing but a pile of debris at 220m of depth .",10,11,13,15,Cause-Effect12
5838,Dissidents have drawn up plans to kill policemen in Milltown in west Belfast .,0,1,4,5,Product-Producer21
4298,22 traditional dancing ensembles participated in the festival of Razlog .,3,4,7,8,Other
3223,The nail gun drives the nail using a single rapid stroke so that heat is generated by friction between the nail and the wood .,2,3,5,6,Instrument-Agency21
3323,"He stirred the oil , garlic and cumin seeds together in a dish large enough to hold the sardines in a single layer .",12,13,18,19,Other
2816,Another fried chicken restaurant chain also became the subject of a conspiracy theory .,4,5,11,13,Message-Topic21
4479,With robotic surgery the surgeon manipulates a robot to do the operation through the small openings .,4,5,7,8,Instrument-Agency21
6617,Cream of mushroom soup was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces .,2,3,3,4,Entity-Origin21
3129,"Lymphedema is an abnormal build-up of fluid that causes swelling , most often in the arms or legs .",0,1,9,10,Cause-Effect12
1447,The problems are caused by buffer overflows when parsing an overly long parameter .,1,2,6,7,Cause-Effect21
5595,"So with my little bag full of buttons , I faced the cold , blustery day to carry out some of these lovely ideas .",4,5,7,8,Content-Container21
6925,An explosive was hidden in a condom or condom-like bag just below his torso .,1,2,6,7,Content-Container12
6549,"An array of severed limbs are then thrown down , the magician returns to earth , collects the limbs in a covered basket and the boy magically reappears .",18,19,22,23,Entity-Destination12
1198,That ominous message from the chairman has been followed up this afternoon with the departure of manager Russell Slade .,2,3,5,6,Product-Producer12
6461,360 bln yuan have been invested into post-quake reconstruction .,2,3,8,9,Entity-Destination12
2510,More recently they concluded the arsenic originated in iron oxide coatings of rocks lining the aquifer .,5,6,10,11,Entity-Origin12
714,"The sinking resulted in the loss of 112 lives , including those of 28 Americans .",1,2,5,6,Cause-Effect12
5125,"The red bead on the crank of the toy detaches , posing a choking hazard to young children .",5,6,8,9,Component-Whole12
5219,The Royal Navy's newest 1bn GBP warship has been handed over to the new owner in a formal ceremony .,6,7,14,15,Entity-Destination12
3623,D . G . Phalke's Raja Harishchandra is the earliest Indian fiction film made by an Indian director .,12,13,17,18,Product-Producer12
3646,Taylor's accomplice killed the victim with a coat hanger .,1,2,8,9,Instrument-Agency21
